0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
0.000000	0
3.332545	0
3.322714	1
3.332545	2
3.322714	0
3.342433	1
3.322714	2
3.332545	0
3.332545	1
3.332545	2
3.332545	0
3.332545	1
3.332545	2
3.332545	0
3.332545	1
3.332545	2
3.332545	0
3.332545	1
3.332545	2
3.332545	0
3.332545	1
3.332545	2
3.322714	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.303226	1
3.303226	2
3.342433	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.342433	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.283965	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.303226	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.342433	0
3.322714	1
3.283965	2
3.332545	0
3.312941	1
3.283965	2
3.332545	0
3.322714	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.322714	0
3.322714	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.342433	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.342433	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.322714	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.342433	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.342433	0
3.322714	1
3.303226	2
3.322714	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.303226	1
3.303226	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.342433	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.303226	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.322714	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.322714	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.283965	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.303226	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
3.293567	2
3.332545	0
3.312941	1
